cat,label,wdpaid,wdpa_id
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
39204,,1008,100839204
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
8338,,1008,10088338
58685,,1008,100858685
8338,,1008,10088338
8338,,1008,10088338
58685,,1008,100858685
58685,,1008,100858685
58685,,1008,100858685
58685,,1008,100858685
58685,,1008,100858685
58685,,1008,100858685
58685,,1008,100858685
8338,,1008,10088338
8338,,1008,10088338
58685,,1008,100858685
58685,,1008,100858685
105,,10085,10085105
1645,,10087,100871645
1645,,10087,100871645
133,,10087,10087133
572,,10087,10087572
1199,,10087,100871199
1199,,10087,100871199
133,,10087,10087133
1199,,10087,100871199
1585,,10087,100871585
1585,,10087,100871585
1585,,10087,100871585
1769,,10087,100871769
466,,10089,10089466
8640,,1009,10098640
8834,,1009,10098834
8640,,1009,10098640
8834,,1009,10098834
8834,,1009,10098834
8834,,1009,10098834
8834,,1009,10098834
8640,,1009,10098640
8834,,1009,10098834
8640,,1009,10098640
8834,,1009,10098834
8834,,1009,10098834
8834,,1009,10098834
8834,,1009,10098834
8834,,1009,10098834
8834,,1009,10098834
8834,,1009,10098834
4963,,1009,10094963
8834,,1009,10098834
8834,,1009,10098834
7433,,1009,10097433
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8834,,1009,10098834
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
13708,,1009,100913708
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
14086,,1009,100914086
8640,,1009,10098640
14633,,1009,100914633
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
15274,,1009,100915274
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8834,,1009,10098834
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8640,,1009,10098640
8834,,1009,10098834
8834,,1009,10098834
8834,,1009,10098834
8834,,1009,10098834
8834,,1009,10098834
19393,,1009,100919393
19393,,1009,100919393
19393,,1009,100919393
19393,,1009,100919393
3886,,10091,100913886
5614,,10091,100915614
7554,,10091,100917554
8233,,10091,100918233
7554,,10091,100917554
10078,,10091,1009110078
10078,,10091,1009110078
10078,,10091,1009110078
10078,,10091,1009110078
10078,,10091,1009110078
18,,10092,1009218
959,,10092,10092959
959,,10092,10092959
959,,10092,10092959
3671,,10092,100923671
959,,10092,10092959
3668,,10092,100923668
3697,,10092,100923697
959,,10092,10092959
3713,,10092,100923713
959,,10092,10092959
959,,10092,10092959
3776,,10092,100923776
3776,,10092,100923776
3776,,10092,100923776
3776,,10092,100923776
3776,,10092,100923776
1350,,10096,100961350
1350,,10096,100961350
1350,,10096,100961350
6465,,1010,10106465
6465,,1010,10106465
6465,,1010,10106465
6465,,1010,10106465
8351,,1010,10108351
6465,,1010,10106465
6465,,1010,10106465
7121,,1010,10107121
6465,,1010,10106465
15140,,1010,101015140
6465,,1010,10106465
9409,,1010,10109409
10356,,1010,101010356
11132,,1010,101011132
11630,,1010,101011630
11795,,1010,101011795
11948,,1010,101011948
11796,,1010,101011796
15140,,1010,101015140
13481,,1010,101013481
13786,,1010,101013786
13710,,1010,101013710
14020,,1010,101014020
14589,,1010,101014589
15095,,1010,101015095
15264,,1010,101015264
15758,,1010,101015758
15924,,1010,101015924
16616,,1010,101016616
16615,,1010,101016615
15140,,1010,101015140
15140,,1010,101015140
15140,,1010,101015140
17879,,1010,101017879
17929,,1010,101017929
18141,,1010,101018141
18265,,1010,101018265
18491,,1010,101018491
18603,,1010,101018603
18708,,1010,101018708
19076,,1010,101019076
19710,,1010,101019710
2300,,10101,101012300
263,,10101,10101263
1315,,10101,101011315
263,,10101,10101263
2300,,10101,101012300
2300,,10101,101012300
2300,,10101,101012300
2623,,10101,101012623
2902,,10101,101012902
148,,10102,10102148
185,,10102,10102185
142,,10102,10102142
290,,10102,10102290
148,,10102,10102148
242,,10102,10102242
296,,10102,10102296
359,,10102,10102359
506,,10102,10102506
483,,10102,10102483
506,,10102,10102506
544,,10102,10102544
435,,10102,10102435
605,,10102,10102605
435,,10102,10102435
435,,10102,10102435
149,,10106,10106149
318,,10110,10110318
6509,,10118,101186509
1854,,10118,101181854
6509,,10118,101186509
2675,,10118,101182675
6509,,10118,101186509
6509,,10118,101186509
4554,,10118,101184554
4554,,10118,101184554
4554,,10118,101184554
4554,,10118,101184554
4554,,10118,101184554
6509,,10118,101186509
4554,,10118,101184554
2675,,10118,101182675
6509,,10118,101186509
6509,,10118,101186509
9921,,10118,101189921
1854,,10118,101181854
1854,,10118,101181854
6509,,10118,101186509
6509,,10118,101186509
6509,,10118,101186509
9921,,10118,101189921
6509,,10118,101186509
6509,,10118,101186509
6509,,10118,101186509
6509,,10118,101186509
6509,,10118,101186509
5168,,1012,10125168
49072,,1012,101249072
5168,,1012,10125168
5168,,1012,10125168
5168,,1012,10125168
5168,,1012,10125168
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
20701,,1012,101220701
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
20701,,1012,101220701
20701,,1012,101220701
49072,,1012,101249072
2406,,1012,10122406
2406,,1012,10122406
49072,,1012,101249072
49072,,1012,101249072
2406,,1012,10122406
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
43272,,1012,101243272
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
39726,,1012,101239726
39726,,1012,101239726
39726,,1012,101239726
49072,,1012,101249072
2406,,1012,10122406
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
2406,,1012,10122406
49072,,1012,101249072
2406,,1012,10122406
39726,,1012,101239726
39726,,1012,101239726
49072,,1012,101249072
39726,,1012,101239726
49072,,1012,101249072
49072,,1012,101249072
39726,,1012,101239726
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
49072,,1012,101249072
2406,,1012,10122406
49072,,1012,101249072
49072,,1012,101249072
2406,,1012,10122406
2406,,1012,10122406
49072,,1012,101249072
49072,,1012,101249072
2406,,1012,10122406
19,,10120,1012019
2974,,10121,101212974
2974,,10121,101212974
2974,,10121,101212974
2974,,10121,101212974
1,,101232,1012321
6819,,10130,101306819
6819,,10130,101306819
634,,10132,10132634
1467,,10132,101321467
1936,,10132,101321936
634,,10132,10132634
634,,10132,10132634
3266,,10132,101323266
3266,,10132,101323266
3266,,10132,101323266
1467,,10132,101321467
1467,,10132,101321467
3007,,10132,101323007
3007,,10132,101323007
3007,,10132,101323007
3007,,10132,101323007
75,,101391,10139175
27,,101391,10139127
125,,101391,101391125
143,,101391,101391143
150,,101391,101391150
145,,101391,101391145
46,,101394,10139446
64,,101396,10139664
64,,101396,10139664
64,,101396,10139664
64,,101396,10139664
64,,101396,10139664
94,,101403,10140394
6879,,101409,1014096879
6310,,101409,1014096310
6577,,101409,1014096577
6310,,101409,1014096310
6310,,101409,1014096310
6310,,101409,1014096310
6879,,101409,1014096879
6879,,101409,1014096879
6879,,101409,1014096879
6879,,101409,1014096879
6879,,101409,1014096879
6879,,101409,1014096879
47,,101410,10141047
967,,101411,101411967
3,,101412,1014123
97,,101412,10141297
176,,101412,101412176
183,,101412,101412183
188,,101416,101416188
231,,101424,101424231
6885,,101430,1014306885
952,,101430,101430952
1040,,101430,1014301040
1085,,101430,1014301085
1126,,101430,1014301126
1161,,101430,1014301161
2101,,101430,1014302101
3698,,101430,1014303698
3698,,101430,1014303698
8465,,101430,1014308465
3495,,101430,1014303495
8465,,101430,1014308465
8465,,101430,1014308465
8465,,101430,1014308465
8465,,101430,1014308465
4466,,101430,1014304466
8465,,101430,1014308465
8465,,101430,1014308465
5471,,101430,1014305471
2644,,101431,1014312644
195,,101431,101431195
195,,101431,101431195
195,,101431,101431195
195,,101431,101431195
195,,101431,101431195
2178,,101431,1014312178
195,,101431,101431195
195,,101431,101431195
195,,101431,101431195
195,,101431,101431195
168,,101457,101457168
3219,,101457,1014573219
3219,,101457,1014573219
168,,101457,101457168
168,,101457,101457168
3461,,101457,1014573461
3353,,101457,1014573353
3461,,101457,1014573461
3461,,101457,1014573461
3353,,101457,1014573353
3461,,101457,1014573461
3353,,101457,1014573353
4335,,101457,1014574335
4335,,101457,1014574335
145,,101483,101483145
1780,,1015,10151780
1780,,1015,10151780
1780,,1015,10151780
1780,,1015,10151780
14908,,1015,101514908
14908,,1015,101514908
14908,,1015,101514908
14908,,1015,101514908
14908,,1015,101514908
14908,,1015,101514908
279,,101504,101504279
1671,,101548,1015481671
1671,,101548,1015481671
1671,,101548,1015481671
1671,,101548,1015481671
1671,,101548,1015481671
1671,,101548,1015481671
446,,101571,101571446
4034,,101586,1015864034
4034,,101586,1015864034
19520,,101586,10158619520
4034,,101586,1015864034
23868,,101586,10158623868
22826,,101586,10158622826
9478,,101590,1015909478
12041,,101590,10159012041
9219,,101590,1015909219
9219,,101590,1015909219
9219,,101590,1015909219
9934,,101590,1015909934
9934,,101590,1015909934
9219,,101590,1015909219
9219,,101590,1015909219
9219,,101590,1015909219
9934,,101590,1015909934
12041,,101590,10159012041
9478,,101590,1015909478
12041,,101590,10159012041
9478,,101590,1015909478
17549,,101590,10159017549
36520,,101590,10159036520
12041,,101590,10159012041
12041,,101590,10159012041
12041,,101590,10159012041
12041,,101590,10159012041
17549,,101590,10159017549
12041,,101590,10159012041
12041,,101590,10159012041
38690,,101590,10159038690
38690,,101590,10159038690
36520,,101590,10159036520
51881,,101590,10159051881
38690,,101590,10159038690
36520,,101590,10159036520
38690,,101590,10159038690
36520,,101590,10159036520
38690,,101590,10159038690
51881,,101590,10159051881
38690,,101590,10159038690
51881,,101590,10159051881
303,,101592,101592303
303,,101592,101592303
73,,101593,10159373
548,,101596,101596548
297,,101598,101598297
8584,,1016,10168584
8584,,1016,10168584
8584,,1016,10168584
6733,,1016,10166733
7000,,1016,10167000
6867,,1016,10166867
8584,,1016,10168584
7000,,1016,10167000
8584,,1016,10168584
7518,,1016,10167518
8001,,1016,10168001
7999,,1016,10167999
8001,,1016,10168001
8121,,1016,10168121
8001,,1016,10168001
8001,,1016,10168001
8542,,1016,10168542
8638,,1016,10168638
8970,,1016,10168970
8584,,1016,10168584
8970,,1016,10168970
8584,,1016,10168584
8584,,1016,10168584
8584,,1016,10168584
8584,,1016,10168584
8584,,1016,10168584
9361,,1016,10169361
8584,,1016,10168584
8584,,1016,10168584
8584,,1016,10168584
8584,,1016,10168584
8584,,1016,10168584
8584,,1016,10168584
8584,,1016,10168584
365,,101638,101638365
355,,101643,101643355
355,,101643,101643355
355,,101643,101643355
1140,,101644,1016441140
1140,,101644,1016441140
1140,,101644,1016441140
1684,,101647,1016471684
1684,,101647,1016471684
233,,101650,101650233
288,,101654,101654288
288,,101654,101654288
269,,101658,101658269
715,,101660,101660715
715,,101660,101660715
715,,101660,101660715
785,,101664,101664785
785,,101664,101664785
785,,101664,101664785
3135,,101665,1016653135
3135,,101665,1016653135
3135,,101665,1016653135
258,,101671,101671258
258,,101671,101671258
452,,101675,101675452
452,,101675,101675452
452,,101675,101675452
620,,101678,101678620
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
3668,,1017,10173668
50,,101718,10171850
647,,101718,101718647
50,,101718,10171850
647,,101718,101718647
50,,101718,10171850
50,,101718,10171850
50,,101718,10171850
3152,,101719,1017193152
2793,,101721,1017212793
1635,,101721,1017211635
3326,,101721,1017213326
1635,,101721,1017211635
1635,,101721,1017211635
3496,,101721,1017213496
3496,,101721,1017213496
1635,,101721,1017211635
1635,,101721,1017211635
1635,,101721,1017211635
1635,,101721,1017211635
7948,,101721,1017217948
3496,,101721,1017213496
7948,,101721,1017217948
7948,,101721,1017217948
7948,,101721,1017217948
7948,,101721,1017217948
7948,,101721,1017217948
7948,,101721,1017217948
119,,101727,101727119
119,,101727,101727119
119,,101727,101727119
119,,101727,101727119
4304,,101761,1017614304
8360,,101761,1017618360
8360,,101761,1017618360
8360,,101761,1017618360
8360,,101761,1017618360
8360,,101761,1017618360
8360,,101761,1017618360
8360,,101761,1017618360
4304,,101761,1017614304
4304,,101761,1017614304
4304,,101761,1017614304
8360,,101761,1017618360
4304,,101761,1017614304
8360,,101761,1017618360
8360,,101761,1017618360
38,,101803,10180338
38,,101803,10180338
192,,101803,101803192
258,,101803,101803258
283,,101803,101803283
283,,101803,101803283
474,,101831,101831474
474,,101831,101831474
620,,101855,101855620
620,,101855,101855620
620,,101855,101855620
620,,101855,101855620
620,,101855,101855620
620,,101855,101855620
1,,101908,1019081
1025,,101910,1019101025
1,,101911,1019111
7769,,101912,1019127769
5404,,101912,1019125404
8351,,101912,1019128351
5404,,101912,1019125404
15339,,101912,10191215339
14430,,101912,10191214430
7769,,101912,1019127769
1,,101918,1019181
841,,10192,10192841
2439,,10192,101922439
2439,,10192,101922439
2446,,10192,101922446
2439,,10192,101922439
2446,,10192,101922446
2446,,10192,101922446
2446,,10192,101922446
2439,,10192,101922439
2446,,10192,101922446
2446,,10192,101922446
2439,,10192,101922439
2439,,10192,101922439
2439,,10192,101922439
2446,,10192,101922446
2446,,10192,101922446
2446,,10192,101922446
2446,,10192,101922446
2439,,10192,101922439
2446,,10192,101922446
3847,,101922,1019223847
126211,,101922,101922126211
3847,,101922,1019223847
3847,,101922,1019223847
56888,,101922,10192256888
126422,,101922,101922126422
126211,,101922,101922126211
126211,,101922,101922126211
126211,,101922,101922126211
126211,,101922,101922126211
126211,,101922,101922126211
126211,,101922,101922126211
234184,,101922,101922234184
126211,,101922,101922126211
430860,,101922,101922430860
430860,,101922,101922430860
485300,,101922,101922485300
485300,,101922,101922485300
430860,,101922,101922430860
430860,,101922,101922430860
430860,,101922,101922430860
430860,,101922,101922430860
430860,,101922,101922430860
430860,,101922,101922430860
184254,,101922,101922184254
184254,,101922,101922184254
184254,,101922,101922184254
184254,,101922,101922184254
430860,,101922,101922430860
220848,,101922,101922220848
220848,,101922,101922220848
184254,,101922,101922184254
543753,,101922,101922543753
543753,,101922,101922543753
543753,,101922,101922543753
543753,,101922,101922543753
220848,,101922,101922220848
430860,,101922,101922430860
430860,,101922,101922430860
454981,,101922,101922454981
543753,,101922,101922543753
543753,,101922,101922543753
464349,,101922,101922464349
464349,,101922,101922464349
464349,,101922,101922464349
600803,,101922,101922600803
491510,,101922,101922491510
485300,,101922,101922485300
454981,,101922,101922454981
485300,,101922,101922485300
485300,,101922,101922485300
600803,,101922,101922600803
782462,,101922,101922782462
600803,,101922,101922600803
782462,,101922,101922782462
643769,,101922,101922643769
643769,,101922,101922643769
643769,,101922,101922643769
782462,,101922,101922782462
600803,,101922,101922600803
600803,,101922,101922600803
782462,,101922,101922782462
600803,,101922,101922600803
216,,10193,10193216
2167,,101947,1019472167
6946,,101947,1019476946
2167,,101947,1019472167
13926,,101947,10194713926
10627,,101947,10194710627
10627,,101947,10194710627
6946,,101947,1019476946
6946,,101947,1019476946
98,,102003,10200398
98,,102003,10200398
98,,102003,10200398
368,,10203,10203368
519,,10203,10203519
519,,10203,10203519
371,,10213,10213371
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
849,,102190,102190849
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
1039,,102190,1021901039
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
1039,,102190,1021901039
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2682,,102190,1021902682
2701,,102190,1021902701
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
2247,,102190,1021902247
3096,,102190,1021903096
2247,,102190,1021902247
3096,,102190,1021903096
2247,,102190,1021902247
3598,,102190,1021903598
2247,,102190,1021902247
2247,,102190,1021902247
57,,102216,10221657
57,,102216,10221657
57,,102216,10221657
57,,102216,10221657
57,,102216,10221657
57,,102216,10221657
143,,102249,102249143
102,,102249,102249102
143,,102249,102249143
102,,102249,102249102
143,,102249,102249143
55,,102249,10224955
255,,102249,102249255
55,,102249,10224955
143,,102249,102249143
102,,102249,102249102
55,,102249,10224955
332,,102249,102249332
55,,102249,10224955
143,,102249,102249143
299,,102249,102249299
421,,102249,102249421
395,,102249,102249395
143,,102249,102249143
419,,102249,102249419
449,,102249,102249449
143,,102249,102249143
143,,102249,102249143
323,,102249,102249323
477,,102249,102249477
478,,102249,102249478
143,,102249,102249143
143,,102249,102249143
143,,102249,102249143
143,,102249,102249143
771,,102249,102249771
143,,102249,102249143
35,,102251,10225135
3629,,102251,1022513629
3629,,102251,1022513629
4552,,102251,1022514552
4552,,102251,1022514552
4552,,102251,1022514552
4552,,102251,1022514552
4552,,102251,1022514552
4552,,102251,1022514552
4173,,102251,1022514173
4173,,102251,1022514173
4552,,102251,1022514552
4173,,102251,1022514173
6303,,102251,1022516303
4552,,102251,1022514552
4552,,102251,1022514552
6795,,102251,1022516795
6795,,102251,1022516795
6795,,102251,1022516795
6303,,102251,1022516303
6303,,102251,1022516303
6303,,102251,1022516303
6303,,102251,1022516303
6795,,102251,1022516795
6303,,102251,1022516303
6303,,102251,1022516303
6303,,102251,1022516303
6303,,102251,1022516303
378,,102252,102252378
446,,102252,102252446
571,,102252,102252571
446,,102252,102252446
446,,102252,102252446
446,,102252,102252446
446,,102252,102252446
446,,102252,102252446
290,,102254,102254290
290,,102254,102254290
290,,102254,102254290
290,,102254,102254290
290,,102254,102254290
170,,102254,102254170
752,,1023,1023752
19,,102310,10231019
19,,102310,10231019
19,,102310,10231019
19,,102310,10231019
19,,102310,10231019
277,,102317,102317277
192,,102367,102367192
136,,1024,1024136
136,,1024,1024136
136,,1024,1024136
216,,1024,1024216
227,,1024,1024227
136,,1024,1024136
136,,1024,1024136
136,,1024,1024136
136,,1024,1024136
245,,1024,1024245
250,,1024,1024250
47069,,10241,1024147069
21957,,10241,1024121957
47069,,10241,1024147069
47069,,10241,1024147069
352877,,10241,10241352877
352877,,10241,10241352877
